173, 202, 184
191, 206, 194
167, 189, 177
186, 197, 185
176, 189, 176
188, 201, 197
177, 192, 188
183, 205, 194
160, 218, 179
162, 228, 184
173, 220, 145
208, 222, 187
188, 225, 148
196, 214, 164
188, 209, 155
183, 206, 149
208, 209, 171
198, 200, 155
210, 206, 158
195, 198, 168
187, 197, 146
202, 199, 167
197, 185, 172
209, 204, 189
190, 198, 196
186, 187, 177
196, 191, 182
196, 188, 183
203, 196, 188
191, 184, 175
187, 188, 188
